group,channel,biomarker,n_subjects,mean,standard_deviation,median,q1,q3
AD,C3,delta_alpha_ratio,36,96.47231917911105,21.32011763783056,98.89603042602539,86.83859062194824,110.06108093261719
AD,C3,relative_alpha_power,36,0.015417313487786386,0.005671457537067565,0.013540489133447409,0.012301752576604486,0.016474721021950245
AD,C3,relative_beta_power,36,0.0036954417656589714,0.00111134760109641,0.0035292243119329214,0.00293961213901639,0.004058888182044029
AD,C3,relative_delta_power,36,0.9267286343706979,0.010080609722786939,0.9305298328399658,0.923437774181366,0.932473286986351
AD,C3,relative_theta_power,36,0.05415861215442419,0.0058613910677652635,0.05230502970516682,0.05026897508651018,0.057277971878647804
AD,C3,slow_fast_ratio,36,78.53101306491428,16.72609975577814,81.83229446411133,68.47530555725098,88.24196815490723
AD,C3,theta_alpha_ratio,36,4.265082057979372,0.8366866289698301,4.470036268234253,3.907646656036377,4.819257974624634
AD,C4,delta_alpha_ratio,36,95.98349157969157,20.833669404757977,100.10323715209961,84.53020858764648,109.44580268859863
AD,C4,relative_alpha_power,36,0.015626288562392194,0.0057061472624105915,0.013555866666138172,0.012611362151801586,0.016129816882312298
AD,C4,relative_beta_power,36,0.0036883748123525744,0.0010606444989570577,0.0034827974159270525,0.002997006638906896,0.0041817097226157784
AD,C4,relative_delta_power,36,0.9266170114278793,0.009705749416638104,0.9307773411273956,0.9239531010389328,0.9325064867734909
AD,C4,relative_theta_power,36,0.054068373826642833,0.005493465021995656,0.05296768806874752,0.05060353968292475,0.05803174525499344
AD,C4,slow_fast_ratio,36,78.21073934766981,16.610462617499937,80.47574234008789,70.18780517578125,86.52765464782715
AD,C4,theta_alpha_ratio,36,4.229761673344506,0.8140231421959556,4.396415710449219,4.089682340621948,4.705918788909912
AD,Cz,delta_alpha_ratio,36,96.23525068495009,20.033306315957837,98.54620361328125,88.83525848388672,111.92656707763672
AD,Cz,relative_alpha_power,36,0.015261215131936802,0.004488311977831747,0.014007789548486471,0.01261230488307774,0.017011841293424368
AD,Cz,relative_beta_power,36,0.0038120492503771353,0.0013941183825235282,0.003359290538355708,0.003048198763281107,0.004093767376616597
AD,Cz,relative_delta_power,36,0.9268084002865685,0.009629552805403861,0.9294361472129822,0.9226925820112228,0.9333910495042801
AD,Cz,relative_theta_power,36,0.05411836598068476,0.005997917274368541,0.05326068215072155,0.04994292929768562,0.056913215667009354
AD,Cz,slow_fast_ratio,36,77.992248111301,16.42650066374091,80.0252571105957,72.38632202148438,89.05654907226562
AD,Cz,theta_alpha_ratio,36,4.232616689470079,0.7430906491712939,4.390747547149658,3.873421013355255,4.602467894554138
AD,F3,delta_alpha_ratio,36,82.3865459230211,23.69198349003027,83.60540008544922,73.61247062683105,97.94365882873535
AD,F3,relative_alpha_power,36,0.01877675386559632,0.008331871560053532,0.015369166620075703,0.013954945839941502,0.019596948754042387
AD,F3,relative_beta_power,36,0.0049403857556171715,0.0018169265630174581,0.0046172598376870155,0.00363306439248845,0.005400163703598082
AD,F3,relative_delta_power,36,0.9153946588436762,0.01710208820163149,0.9209834337234497,0.9042919129133224,0.9281995594501495
AD,F3,relative_theta_power,36,0.06088818878763252,0.014568140038226438,0.05673331022262573,0.05186561308801174,0.06507673859596252
AD,F3,slow_fast_ratio,36,65.56455426745944,18.22776581802681,67.61088180541992,57.6483793258667,77.84228134155273
AD,F3,theta_alpha_ratio,36,4.18413543370035,1.5268442814697738,4.203905820846558,3.5160521864891052,4.819574594497681
AD,F4,delta_alpha_ratio,36,83.65521505143907,23.615156610040977,84.08759689331055,72.81728172302246,100.37336540222168
AD,F4,relative_alpha_power,36,0.018115340628557734,0.007382956574125875,0.015472587663680315,0.0135717096272856,0.019275376573204994
AD,F4,relative_beta_power,36,0.005098685958526201,0.0020504073759754654,0.004430359927937388,0.003691492194775492,0.006042615743353963
AD,F4,relative_delta_power,36,0.9171227034595277,0.016178455409271483,0.9210740923881531,0.9076350331306458,0.9292965233325958
AD,F4,relative_theta_power,36,0.059663251559767455,0.013320734377518411,0.05588262341916561,0.05228381510823965,0.06396957114338875
AD,F4,slow_fast_ratio,36,66.07006931304932,18.582324826775917,67.26071166992188,55.439727783203125,78.60459327697754
AD,F4,theta_alpha_ratio,36,4.153142299917009,1.440640008227184,4.192253112792969,3.647038221359253,4.650606155395508
AD,F7,delta_alpha_ratio,36,72.56584299935236,24.427116703122525,74.77738952636719,58.82523727416992,87.38141441345215
AD,F7,relative_alpha_power,36,0.022105537329076066,0.011461327867878436,0.018260900862514973,0.014803405618295074,0.023133357986807823
AD,F7,relative_beta_power,36,0.006154011902658062,0.00479437927237092,0.004811266670003533,0.003981746616773307,0.006362047861330211
AD,F7,relative_delta_power,36,0.9091268645392524,0.018018094363483707,0.915252298116684,0.8968264758586884,0.9235738068819046
AD,F7,relative_theta_power,36,0.06261352190954818,0.012279956028518798,0.06005925126373768,0.052739850245416164,0.06856614537537098
AD,F7,slow_fast_ratio,36,57.4072126282586,18.485289821036694,57.47628593444824,45.212531089782715,69.88284492492676
AD,F7,theta_alpha_ratio,36,3.785020669301351,1.1841124967812169,3.891767740249634,3.161406457424164,4.701474666595459
AD,F8,delta_alpha_ratio,36,75.7455922762553,24.64533951687883,79.53089141845703,60.78809070587158,93.25517082214355
AD,F8,relative_alpha_power,36,0.02119848082980348,0.011222337602936174,0.01678952481597662,0.014683746499940753,0.02234598621726036
AD,F8,relative_beta_power,36,0.005556632531806827,0.0026397826095047945,0.004630371229723096,0.003916113113518804,0.006612816359847784
AD,F8,relative_delta_power,36,0.9119220889276929,0.0185481884098263,0.9147514402866364,0.9001264125108719,0.9277796149253845
AD,F8,relative_theta_power,36,0.061322855970097914,0.012484686599760268,0.05746546573936939,0.052122943103313446,0.06731883250176907
AD,F8,slow_fast_ratio,36,60.248864544762505,19.32656162867375,63.62090873718262,46.09766483306885,74.70841407775879
AD,F8,theta_alpha_ratio,36,3.8164057003127203,1.1748232855366698,4.120126485824585,3.157889425754547,4.615909099578857
AD,Fp1,delta_alpha_ratio,36,79.79487138324313,25.04006927983958,85.94896697998047,66.50164413452148,96.13572120666504
AD,Fp1,relative_alpha_power,36,0.020289938250142667,0.011599054027268685,0.016008494421839714,0.013923662947490811,0.020714976359158754
AD,Fp1,relative_beta_power,36,0.004998778329334325,0.0016332273835364356,0.004654690390452743,0.0037437077844515443,0.005575982388108969
AD,Fp1,relative_delta_power,36,0.9145949764384164,0.017643623854690087,0.917987734079361,0.9039973318576813,0.9286702871322632
AD,Fp1,relative_theta_power,36,0.060116264762149915,0.012304531142483604,0.05685472674667835,0.05121836345642805,0.06441407464444637
AD,Fp1,slow_fast_ratio,36,63.07883432176378,18.79509935773094,66.45262908935547,52.902713775634766,74.48076820373535
AD,Fp1,theta_alpha_ratio,36,3.988824547992812,1.3178813081160714,4.155581474304199,3.420783817768097,4.731233239173889
AD,Fp2,delta_alpha_ratio,36,81.78840335210164,25.508254643818695,84.37730026245117,71.16210174560547,101.73867607116699
AD,Fp2,relative_alpha_power,36,0.01975810770980186,0.011183371823613413,0.015833011828362942,0.013540977612137794,0.018980284221470356
AD,Fp2,relative_beta_power,36,0.005243189820450627,0.0028624307197586784,0.00445788586512208,0.0038069208967499435,0.005636102519929409
AD,Fp2,relative_delta_power,36,0.9153701994154189,0.01755730958306223,0.9164032936096191,0.9067264497280121,0.9305617809295654
AD,Fp2,relative_theta_power,36,0.05962847897575961,0.012330052250293598,0.05731874145567417,0.05108262039721012,0.06369313038885593
